start_lat,start_lon,f0_,member_type
41.95,-87.72,5590,casual
41.88,-87.72,581,member
41.8,-87.59,88976,member
41.96,-87.65,101676,member
41.95,-87.73,5406,member
41.68,-87.68,127,casual
41.87,-87.67,86020,member
41.89,-87.61,239854,casual
41.93,-87.71,31231,member
41.97,-87.65,49327,casual
41.96,-87.66,15513,member
41.68,-87.63,141,casual
41.84,-87.62,33310,member
41.93,-87.7,15716,casual
41.87,-87.74,92,casual
41.9,-87.62,157890,casual
41.92,-87.69,51681,member
41.91,-87.66,8838,casual
41.94,-87.73,2921,casual
41.84,-87.63,3408,member
41.96,-87.73,2827,casual
41.94,-87.7,9129,member
41.72,-87.66,148,member
41.86,-87.7,1326,casual
41.95,-87.7,6520,casual
41.75,-87.6,1067,casual
41.85,-87.69,4654,casual
41.89,-87.64,160125,casual
42.0,-87.68,3069,member
41.76,-87.6,322,casual
41.9,-87.69,35394,member
41.97,-87.66,34202,casual
41.93,-87.65,195451,member
41.82,-87.69,1211,casual
41.92,-87.72,8623,member
41.92,-87.71,22496,casual
41.93,-87.79,2025,member
41.98,-87.65,31239,member
41.91,-87.7,10926,casual
41.91,-87.71,16204,casual
41.96,-87.74,2254,member
41.89,-87.69,6371,casual
41.97,-87.69,17023,casual
41.96,-87.72,3335,casual
41.87,-87.67,17793,casual
41.96,-87.68,25656,casual
41.84,-87.65,27191,member
41.93,-87.78,1066,member
41.74,-87.55,1513,member
41.96,-87.66,9617,casual
41.74,-87.63,1111,casual
41.92,-87.69,38725,casual
41.95,-87.69,15086,member
41.8,-87.62,2624,casual
41.92,-87.65,124775,member
41.96,-87.7,7390,casual
41.85,-87.65,7244,member
41.97,-87.7,8094,casual
41.79,-87.6,51612,casual
41.71,-87.69,128,casual
41.97,-87.74,841,casual
41.72,-87.61,548,casual
41.95,-87.64,5046,member
41.97,-87.84,53,casual
41.82,-87.62,6220,casual
41.7,-87.62,294,casual
41.74,-87.56,279,member
41.95,-87.67,23152,casual
41.97,-87.64,1910,casual
41.8,-87.71,336,casual
41.7,-87.56,293,casual
41.96,-87.69,10414,member
41.77,-87.56,193,member
41.89,-87.61,82507,member
41.76,-87.64,425,casual
41.95,-87.73,5711,casual
41.98,-87.71,4488,casual
41.98,-87.68,17577,member
41.8,-87.63,636,casual
41.88,-87.75,823,casual
41.88,-87.68,1201,member
41.84,-87.67,2363,member
42.04,-87.67,184,member
41.87,-87.66,27919,casual
41.79,-87.71,880,casual
41.85,-87.68,5059,casual
41.85,-87.61,687,casual
41.89,-87.74,338,casual
41.83,-87.62,5996,casual
41.82,-87.63,1462,member
41.92,-87.78,527,member
41.78,-87.62,882,member
41.9,-87.71,6959,casual
42.07,-87.68,101,member
41.87,-87.77,255,casual
41.99,-87.7,1160,member
41.88,-87.7,1792,member
41.72,-87.64,608,member
41.72,-87.61,1368,member
41.69,-87.61,752,member
41.94,-87.82,303,member
41.9,-87.68,78330,member
41.82,-87.69,799,member
41.94,-87.75,1886,casual
41.83,-87.61,7695,casual
41.86,-87.73,127,member
41.9,-87.74,272,member
42.02,-87.71,571,member
41.87,-87.73,872,casual
41.86,-87.69,2514,casual
41.75,-87.63,267,casual
41.91,-87.81,242,casual
41.69,-87.61,685,casual
42.0,-87.69,2974,casual
41.71,-87.7,73,casual
41.83,-87.68,2984,member
41.92,-87.8,541,casual
41.78,-87.57,464,member
41.8,-87.67,634,casual
41.66,-87.63,4,casual
42.01,-87.7,667,casual
41.99,-87.68,2653,member
41.94,-87.79,610,member
41.83,-87.67,1511,casual
41.84,-87.64,14578,member
42.01,-87.68,2071,casual
41.74,-87.59,216,member
41.71,-87.61,142,member
41.99,-87.79,24,casual
41.91,-87.78,90,member
41.77,-87.6,723,casual
41.82,-87.72,120,member
41.8,-87.74,83,casual
41.87,-87.73,375,member
41.74,-87.67,22,member
42.01,-87.7,804,member
42.0,-87.76,32,casual
41.67,-87.62,514,casual
41.79,-87.72,229,member
41.92,-87.81,196,casual
41.8,-87.68,507,casual
42.01,-87.77,7,casual
41.83,-87.74,4,casual
41.75,-87.58,314,member
41.8,-87.64,46,member
41.78,-87.74,107,casual
41.67,-87.65,29,casual
41.73,-87.65,306,member
42.01,-87.79,4,casual
41.66,-87.55,473,casual
41.74,-87.58,364,member
41.92,-87.8,412,member
41.68,-87.65,458,casual
41.71,-87.65,45,member
41.75,-87.63,172,member
41.69,-87.68,330,member
41.81,-87.69,205,member
41.79,-87.8,35,casual
41.98,-87.74,40,casual
42.06,-87.69,4362,member
41.72,-87.69,39,casual
42.06,-87.73,44,member
42.0,-87.76,18,member
41.66,-87.61,84,member
41.74,-87.74,6,casual
41.79,-87.74,168,member
41.73,-87.61,181,member
41.71,-87.53,242,member
41.72,-87.56,49,member
41.74,-87.72,20,casual
41.73,-87.68,123,member
41.7,-87.71,47,casual
41.74,-87.53,74,member
41.71,-87.71,108,casual
41.84,-87.74,73,casual
41.69,-87.53,176,member
41.96,-87.78,28,casual
41.75,-87.71,20,casual
41.73,-87.64,22,member
41.77,-87.71,6,member
41.74,-87.69,15,casual
41.84,-87.78,1,casual
41.72,-87.69,16,member
41.71,-87.71,6,member
41.71,-87.58,42,casual
41.86,-87.77,3,casual
41.69,-87.74,4,casual
41.8,-87.77,2,member
41.69,-87.56,10,casual
41.96,-87.84,22,casual
41.94,-87.84,9,casual
41.75,-87.54,3,casual
41.88,-87.8,2,casual
41.68,-87.62,19,member
41.92,-87.81,76,member
42.0,-87.8,4,member
41.8,-87.74,35,member
42.01,-87.77,9,member
41.88,-87.79,2,casual
41.99,-87.75,22,casual
42.05,-87.73,2,member
41.88,-87.81,5,casual
42.06,-87.75,4,casual
41.76,-87.73,4,casual
41.76,-87.71,4,member
41.67,-87.55,3,member
42.05,-87.72,1,casual
41.97,-87.79,4,casual
42.0,-87.75,2,member
41.78,-87.8,13,member
41.88,-87.8,1,member
41.64,-87.62,2,casual
41.79,-87.77,2,member
42.0,-87.78,1,member
41.79,-87.76,2,member
41.89,-87.79,2,casual
41.98,-87.87,1,member
42.04,-87.72,1,casual
41.66,-87.56,2,member
41.65,-87.59,1,member
41.86,-87.75,1,member
41.84,-87.77,1,casual
41.99,-87.82,2,member
41.64,-87.6,1,member
41.88,-87.63,297225,member
41.8,-87.58,25952,member
41.92,-87.73,3499,member
41.89,-87.62,229758,casual
41.93,-87.71,28620,casual
41.81,-87.62,2903,casual
41.93,-87.63,83303,casual
41.97,-87.65,64890,member
41.89,-87.65,112795,member
41.86,-87.68,1541,casual
41.9,-87.69,25407,casual
41.94,-87.64,115394,casual
41.92,-87.63,52738,member
41.93,-87.64,211413,member
41.79,-87.74,612,casual
41.9,-87.63,335443,member
41.8,-87.7,1639,casual
41.76,-87.62,200,member
41.86,-87.66,30339,member
41.89,-87.62,275623,member
41.88,-87.64,181034,casual
41.73,-87.55,940,member
41.8,-87.72,1249,casual
41.96,-87.7,11629,member
41.8,-87.63,477,member
41.93,-87.66,100456,member
42.01,-87.66,4640,casual
41.94,-87.66,108246,member
41.72,-87.67,155,casual
42.06,-87.71,79,casual
41.72,-87.62,2090,casual
41.81,-87.67,858,casual
41.92,-87.77,1072,member
41.91,-87.62,4103,member
41.93,-87.75,1343,casual
41.71,-87.6,195,member
41.69,-87.64,413,member
41.84,-87.71,568,casual
41.93,-87.74,2452,casual
41.91,-87.73,1167,member
42.05,-87.68,17576,casual
41.78,-87.72,660,casual
41.94,-87.75,2472,member
41.83,-87.65,6234,member
41.72,-87.58,402,casual
41.76,-87.56,1903,casual
41.69,-87.65,362,casual
41.88,-87.73,827,member
42.0,-87.67,12973,member
41.97,-87.74,897,member
41.69,-87.67,278,member
41.86,-87.69,2937,member
41.94,-87.74,1731,casual
42.0,-87.66,13858,casual
41.72,-87.62,1041,member
41.84,-87.73,384,member
41.95,-87.79,750,casual
41.94,-87.71,8158,member
41.96,-87.71,4702,casual
41.91,-87.66,12332,member
41.87,-87.64,36750,member
41.77,-87.62,566,member
41.92,-87.79,741,casual
41.95,-87.67,34170,member
41.86,-87.61,17534,casual
41.9,-87.74,252,casual
41.76,-87.56,1649,member
41.93,-87.8,1301,casual
41.79,-87.63,960,casual
41.73,-87.6,480,casual
41.79,-87.69,1000,casual
41.9,-87.78,78,casual
41.92,-87.75,2645,casual
41.94,-87.79,722,casual
41.97,-87.72,958,casual
41.89,-87.76,2572,member
41.83,-87.63,46944,member
41.84,-87.64,4407,casual
41.88,-87.69,3758,casual
41.97,-87.75,471,member
41.78,-87.66,487,casual
41.88,-87.71,2177,casual
41.73,-87.62,149,casual
41.76,-87.59,1010,casual
41.81,-87.7,765,casual
41.83,-87.66,2639,member
41.94,-87.63,1642,casual
41.88,-87.68,1299,casual
41.87,-87.68,2768,casual
41.96,-87.76,271,casual
41.98,-87.7,8149,member
41.95,-87.81,462,member
41.83,-87.7,43,casual
41.78,-87.61,3825,casual
41.7,-87.54,213,casual
41.78,-87.73,131,member
42.06,-87.7,2082,casual
41.91,-87.78,513,casual
41.88,-87.72,1040,casual
41.75,-87.55,452,member
41.91,-87.79,267,casual
41.71,-87.66,377,casual
41.75,-87.57,865,casual
41.94,-87.83,210,member
41.78,-87.8,19,casual
41.73,-87.67,748,casual
41.84,-87.71,223,member
41.81,-87.62,1734,member
41.72,-87.63,229,casual
41.72,-87.58,246,member
41.81,-87.65,961,casual
41.73,-87.65,733,casual
41.91,-87.74,822,casual
41.89,-87.7,1869,member
41.99,-87.65,1206,member
41.67,-87.64,277,casual
41.78,-87.71,212,member
41.78,-87.62,1267,casual
41.97,-87.76,1072,casual
41.7,-87.65,226,casual
41.79,-87.65,280,casual
42.07,-87.73,10,member
41.81,-87.63,894,member
41.68,-87.63,24,member
41.76,-87.67,144,casual
41.73,-87.58,148,casual
41.76,-87.61,640,member
41.79,-87.73,155,member
41.93,-87.81,331,member
41.81,-87.65,971,member
41.78,-87.65,253,member
41.69,-87.66,165,member
41.68,-87.64,238,casual
41.69,-87.69,112,casual
41.94,-87.78,627,casual
41.98,-87.84,87,casual
41.77,-87.61,721,member
41.87,-87.76,594,casual
41.71,-87.57,141,member
41.7,-87.67,245,member
41.88,-87.61,539,member
41.67,-87.66,15,member
41.85,-87.74,100,casual
41.67,-87.54,14,casual
42.05,-87.71,83,member
41.7,-87.54,60,member
41.76,-87.69,31,casual
41.69,-87.71,558,casual
41.81,-87.73,228,member
41.8,-87.71,72,member
41.86,-87.72,268,member
41.68,-87.74,21,member
41.87,-87.76,211,member
41.71,-87.62,496,casual
41.76,-87.55,486,member
41.99,-87.77,28,casual
41.72,-87.64,404,casual
41.84,-87.62,9287,casual
41.83,-87.69,280,casual
41.79,-87.69,229,member
41.81,-87.75,23,member
41.82,-87.65,361,casual
41.79,-87.64,154,member
41.69,-87.7,82,member
41.71,-87.63,78,member
41.99,-87.78,34,casual
41.98,-87.84,65,member
41.78,-87.77,2,member
41.74,-87.73,12,casual
41.7,-87.62,49,member
41.75,-87.54,6,member
41.98,-87.76,34,member
41.93,-87.83,1,casual
41.72,-87.59,20,member
41.84,-87.68,85,member
41.68,-87.7,13,member
41.83,-87.71,16,casual
41.84,-87.68,37,casual
41.97,-87.78,17,member
41.66,-87.6,48,member
41.69,-87.72,41,casual
41.72,-87.53,70,casual
41.81,-87.58,54,casual
41.96,-87.8,7,casual
41.98,-87.78,18,member
41.73,-87.74,18,casual
41.67,-87.56,12,member
42.01,-87.81,15,casual
41.66,-87.65,25,casual
41.7,-87.59,27,casual
41.69,-87.6,116,casual
41.98,-87.76,57,casual
41.98,-87.79,5,member
41.69,-87.52,28,casual
41.66,-87.63,7,member
41.72,-87.54,65,member
41.7,-87.52,5,casual
42.0,-87.65,74,casual
41.73,-87.54,26,member
42.07,-87.72,29,member
41.99,-87.72,31,casual
41.99,-87.8,37,member
41.85,-87.74,49,member
41.95,-87.84,16,casual
41.65,-87.6,6,member
41.74,-87.69,5,member
41.77,-87.67,36,member
42.0,-87.77,9,casual
42.0,-87.81,10,member
41.82,-87.66,15,casual
41.99,-87.82,14,casual
41.77,-87.75,10,casual
41.75,-87.69,7,casual
42.0,-87.82,18,casual
42.08,-87.68,1,casual
41.89,-87.8,1,member
42.0,-87.75,8,casual
41.76,-87.79,3,member
41.68,-87.56,2,member
41.68,-87.7,13,casual
42.0,-87.8,5,casual
42.01,-87.81,2,member
42.01,-87.76,3,casual
41.79,-87.79,6,member
41.99,-87.76,7,casual
41.85,-87.76,1,casual
41.85,-87.76,4,member
42.04,-87.73,1,casual
41.87,-87.78,4,casual
41.77,-87.75,1,member
41.75,-87.8,2,member
41.7,-87.74,1,member
41.65,-87.72,1,member
42.03,-87.72,2,casual
41.82,-87.74,1,member
42.05,-87.73,1,casual
