day,rideable_type,num_trips
2022-01-29,classic_bike,220
2022-10-25,docked_bike,55
2021-01-08,docked_bike,71
2021-01-31,classic_bike,54
2021-02-10,electric_bike,49
2021-12-01,docked_bike,156
2021-02-24,classic_bike,293
2023-04-23,docked_bike,150
2022-10-18,docked_bike,90
2023-02-10,docked_bike,60
2020-12-30,docked_bike,40
2022-01-26,docked_bike,8
2022-01-09,docked_bike,13
2021-12-07,docked_bike,34
2021-01-31,docked_bike,4
2022-01-15,docked_bike,38
2023-01-19,docked_bike,24
2023-01-28,docked_bike,14
2021-02-14,docked_bike,6
2021-02-10,docked_bike,7
2022-01-11,docked_bike,9
2021-06-12,electric_bike,6741
2021-12-23,electric_bike,1137
2021-06-10,electric_bike,4614
2021-06-23,electric_bike,4108
2023-07-25,electric_bike,4815
2021-11-07,electric_bike,4373
2021-06-05,electric_bike,7750
2021-12-27,electric_bike,916
2022-10-09,electric_bike,8251
2022-07-06,electric_bike,5023
2021-06-01,electric_bike,3376
2022-08-12,electric_bike,7527
2021-10-25,electric_bike,1779
2022-05-30,electric_bike,6598
2022-06-13,electric_bike,3803
2022-05-13,electric_bike,5561
2021-09-03,electric_bike,4609
2022-10-10,electric_bike,4735
2021-05-14,electric_bike,3978
2021-06-09,electric_bike,4273
2023-04-20,electric_bike,3570
2021-08-01,electric_bike,5606
2021-03-31,electric_bike,713
2022-07-04,electric_bike,6789
2022-07-14,electric_bike,7348
2022-07-18,electric_bike,6252
2023-06-14,electric_bike,4897
2023-06-01,electric_bike,5573
2023-04-02,electric_bike,2447
2021-09-06,electric_bike,5177
2021-03-21,electric_bike,1870
2021-09-09,electric_bike,4168
2023-06-02,electric_bike,6965
2022-08-18,electric_bike,6958
2021-04-28,electric_bike,715
2022-10-08,electric_bike,5975
2022-05-28,electric_bike,7288
2023-06-25,electric_bike,6386
2022-06-23,electric_bike,5856
2022-06-02,electric_bike,4667
2021-08-20,electric_bike,5133
2023-06-03,electric_bike,8317
2021-10-03,electric_bike,4081
2021-07-30,electric_bike,5537
2023-02-28,electric_bike,1311
2021-08-21,electric_bike,5384
2021-09-02,electric_bike,4169
2021-07-06,electric_bike,4440
2023-02-07,electric_bike,944
2021-05-28,electric_bike,1335
2021-06-16,electric_bike,4262
2023-05-27,electric_bike,6123
2021-10-29,electric_bike,1508
2021-06-24,electric_bike,2725
2021-08-02,electric_bike,4155
2021-03-10,electric_bike,585
2022-06-17,electric_bike,6865
2022-01-21,electric_bike,473
2021-05-24,electric_bike,3365
2021-11-21,electric_bike,2696
2021-09-26,electric_bike,5530
2023-01-15,electric_bike,1003
2022-10-21,electric_bike,5361
2023-05-06,electric_bike,5576
2020-09-03,electric_bike,1516
2022-09-28,electric_bike,4109
2021-10-27,electric_bike,3661
2021-08-27,electric_bike,5421
2020-11-02,electric_bike,1103
2021-11-03,electric_bike,2406
2021-04-18,electric_bike,1920
2021-09-04,electric_bike,5118
2021-04-23,electric_bike,1979
2023-07-27,electric_bike,5008
2022-06-09,electric_bike,5197
2021-10-06,electric_bike,3854
2022-08-30,electric_bike,5733
2020-11-09,electric_bike,2324
2020-10-30,electric_bike,1537
2021-09-12,electric_bike,4536
2022-08-29,electric_bike,4081
2021-08-07,electric_bike,6087
2021-04-09,electric_bike,1435
2023-06-15,electric_bike,4735
2022-05-31,electric_bike,4114
2023-02-23,electric_bike,949
2021-10-31,electric_bike,4538
2022-05-03,electric_bike,995
2021-08-24,electric_bike,2988
2020-12-05,electric_bike,741
2020-10-22,electric_bike,2421
2021-06-20,electric_bike,3101
2021-11-16,electric_bike,2119
2021-05-06,electric_bike,1465
2020-10-13,electric_bike,2455
2021-05-01,electric_bike,3203
2023-07-06,electric_bike,5003
2023-04-23,electric_bike,1828
2020-08-14,electric_bike,1197
2023-03-30,electric_bike,1971
2020-08-06,electric_bike,617
2023-05-16,electric_bike,3803
2021-10-14,electric_bike,4450
2023-07-28,electric_bike,4906
2021-03-29,electric_bike,967
2023-03-03,electric_bike,938
2022-10-25,electric_bike,1547
2021-03-11,electric_bike,610
2021-12-15,electric_bike,2161
2022-06-22,electric_bike,5607
2021-12-01,electric_bike,1898
2023-06-13,electric_bike,1889
2020-12-01,electric_bike,395
2021-09-07,electric_bike,3327
2022-01-12,electric_bike,660
2020-09-28,electric_bike,1498
2022-01-04,electric_bike,447
2020-10-21,electric_bike,1430
2021-05-31,electric_bike,4227
2023-03-08,electric_bike,1288
2021-01-26,electric_bike,84
2023-04-26,electric_bike,2525
2022-05-25,electric_bike,2834
2021-04-08,electric_bike,563
2021-04-19,electric_bike,763
2021-12-29,electric_bike,869
2023-04-04,electric_bike,1327
2020-09-30,electric_bike,1887
2023-01-28,electric_bike,273
2021-04-10,electric_bike,757
2020-09-18,electric_bike,2067
2020-08-18,electric_bike,1097
2020-10-23,electric_bike,1187
2022-01-27,electric_bike,263
2023-01-09,electric_bike,1059
2020-12-06,electric_bike,518
2020-08-28,electric_bike,1386
2022-01-23,electric_bike,130
2020-10-28,electric_bike,1359
2020-08-01,electric_bike,392
2020-10-20,electric_bike,1289
2020-11-19,electric_bike,1444
2020-08-10,electric_bike,451
2020-07-30,electric_bike,298
2020-08-16,docked_bike,11960
2020-05-16,docked_bike,3918
2020-06-28,docked_bike,11193
2020-07-31,docked_bike,10141
2020-07-13,docked_bike,7538
2020-11-09,docked_bike,2688
2020-07-15,docked_bike,3454
2020-08-30,docked_bike,11594
2020-09-19,docked_bike,9557
2020-09-28,docked_bike,2036
2020-07-25,docked_bike,15403
2020-06-15,docked_bike,3929
2020-07-03,docked_bike,11272
2020-06-24,docked_bike,5226
2020-05-09,docked_bike,3501
2020-10-23,docked_bike,755
2020-08-08,docked_bike,15625
2020-08-06,docked_bike,7907
2020-06-14,docked_bike,7453
2020-08-14,docked_bike,8074
2020-10-03,docked_bike,4266
2020-10-13,docked_bike,2850
2020-06-22,docked_bike,2517
2020-07-22,docked_bike,7076
2020-09-18,docked_bike,4656
2020-08-24,docked_bike,5653
2020-04-10,docked_bike,664
2020-11-04,docked_bike,1871
2020-11-11,docked_bike,986
2020-10-12,docked_bike,1541
2020-09-09,docked_bike,2728
2020-10-20,docked_bike,1001
2020-06-08,docked_bike,4285
2020-04-12,docked_bike,1312
2020-04-21,docked_bike,627
2020-04-20,docked_bike,1213
2020-10-18,docked_bike,838
2020-11-27,docked_bike,985
2020-04-09,docked_bike,407
2020-10-26,docked_bike,540
2020-05-10,docked_bike,425
2020-10-25,docked_bike,1648
2020-04-27,docked_bike,635
2020-04-22,docked_bike,409
2020-10-19,docked_bike,816
2020-04-30,docked_bike,606
2020-04-17,docked_bike,305
2020-04-16,docked_bike,417
2020-08-04,electric_bike,384
2023-06-10,classic_bike,7808
2021-09-04,classic_bike,9788
2023-05-28,classic_bike,5409
2022-07-26,classic_bike,4045
2022-06-08,classic_bike,2189
2021-04-26,classic_bike,3024
2021-09-06,classic_bike,10536
2022-07-01,classic_bike,4334
2021-02-24,electric_bike,174
2023-01-20,classic_bike,503
2022-07-16,classic_bike,7005
2021-08-03,classic_bike,5486
2021-06-16,classic_bike,5796
2021-07-03,classic_bike,12053
2021-12-29,classic_bike,432
2021-05-20,docked_bike,1423
2023-05-26,classic_bike,3326
2021-09-02,classic_bike,5915
2021-08-16,classic_bike,5351
2021-09-10,docked_bike,1167
2022-09-09,classic_bike,4000
2021-05-19,classic_bike,2584
2022-05-11,docked_bike,786
2021-10-30,classic_bike,3445
2021-06-12,docked_bike,3230
2023-07-10,classic_bike,3600
2021-09-23,classic_bike,3667
2021-03-09,classic_bike,2327
2021-05-22,docked_bike,4157
2021-05-18,classic_bike,1909
2022-07-10,docked_bike,1477
2022-05-16,docked_bike,986
2021-12-27,classic_bike,483
2021-05-12,docked_bike,543
2022-08-05,classic_bike,5756
2022-07-23,docked_bike,1271
2022-08-22,classic_bike,3430
2021-07-09,docked_bike,2044
2021-08-31,classic_bike,4602
2023-03-10,classic_bike,383
2021-04-02,classic_bike,1703
2022-07-03,classic_bike,7737
2022-06-06,classic_bike,2073
2020-12-02,docked_bike,515
2021-05-26,docked_bike,1118
2023-06-08,classic_bike,3216
2022-06-21,docked_bike,635
2022-09-17,docked_bike,1158
2021-09-03,classic_bike,6076
2022-05-21,docked_bike,506
2021-05-29,classic_bike,6196
2023-06-17,classic_bike,6260
2021-10-08,classic_bike,3765
2021-08-19,docked_bike,1187
2022-06-13,classic_bike,2952
2022-05-21,classic_bike,2450
2021-08-03,docked_bike,1301
2021-12-07,classic_bike,292
2022-07-20,classic_bike,3998
2023-05-22,classic_bike,3077
2021-06-27,classic_bike,8831
2023-07-16,classic_bike,6051
2021-05-12,classic_bike,2027
2021-06-29,classic_bike,3486
2023-04-05,classic_bike,756
2021-05-14,docked_bike,1525
2021-01-23,docked_bike,95
2021-10-16,docked_bike,1460
2021-04-27,classic_bike,4268
2021-11-25,classic_bike,485
2022-08-31,classic_bike,3100
2021-03-12,classic_bike,1288
2021-03-11,classic_bike,1315
2022-05-08,classic_bike,2923
2021-08-27,classic_bike,7446
2022-08-18,classic_bike,3899
2021-03-26,docked_bike,249
2023-04-14,docked_bike,602
2021-06-05,docked_bike,3534
2022-05-02,docked_bike,267
2021-06-13,classic_bike,12624
2023-05-07,classic_bike,5233
2022-07-04,classic_bike,5531
2022-10-10,classic_bike,2512
2021-08-29,docked_bike,1453
2021-05-08,docked_bike,1145
2021-11-03,docked_bike,158
2022-08-22,docked_bike,686
2021-12-20,classic_bike,680
2022-06-26,docked_bike,1725
2022-06-13,docked_bike,780
2021-04-03,classic_bike,5952
2021-08-09,docked_bike,692
2021-12-22,classic_bike,309
2023-05-23,classic_bike,3840
2023-06-19,docked_bike,558
2023-03-23,classic_bike,548
2021-07-13,docked_bike,1174
2022-07-18,classic_bike,3527
2023-06-06,classic_bike,2583
2021-10-11,classic_bike,2171
2022-06-22,classic_bike,4855
2023-05-28,docked_bike,897
2023-07-09,docked_bike,758
2022-10-29,classic_bike,2863
2022-06-02,classic_bike,4822
2021-07-06,classic_bike,5665
2022-09-27,classic_bike,1942
2022-08-25,classic_bike,2624
2021-05-08,classic_bike,3826
2023-04-04,classic_bike,486
2021-01-30,classic_bike,162
2021-06-13,docked_bike,3451
2021-07-02,docked_bike,1723
2023-01-25,classic_bike,205
2023-07-21,classic_bike,5437
2022-07-27,docked_bike,600
2023-05-11,classic_bike,3222
2021-11-07,classic_bike,3184
2021-04-12,classic_bike,2008
2022-06-23,docked_bike,795
2023-06-02,classic_bike,5055
2023-07-10,docked_bike,458
2023-05-09,classic_bike,2168
2021-10-26,docked_bike,265
2022-05-31,classic_bike,4292
2023-01-18,classic_bike,575
2021-01-13,classic_bike,352
2023-06-30,docked_bike,553
2021-04-27,docked_bike,1409
2022-08-13,docked_bike,1547
2021-08-18,classic_bike,6130
2022-08-06,docked_bike,1325
2023-07-31,classic_bike,3873
2021-05-15,docked_bike,1513
2022-05-14,docked_bike,1789
2023-07-20,classic_bike,4368
2021-10-15,classic_bike,3064
2021-11-13,docked_bike,351
2023-04-07,classic_bike,1164
2022-10-11,docked_bike,239
2022-01-31,electric_bike,376
2022-07-04,docked_bike,1342
2021-11-07,docked_bike,890
2020-12-03,docked_bike,487
2023-07-19,docked_bike,433
2021-04-03,docked_bike,2749
2022-06-12,docked_bike,1281
2022-06-20,docked_bike,1115
2021-09-08,docked_bike,771
2021-03-24,classic_bike,1287
2021-08-13,docked_bike,1779
2022-01-17,classic_bike,266
2021-04-25,classic_bike,2001
2023-02-04,classic_bike,360
2021-01-14,docked_bike,77
2022-08-02,docked_bike,743
2021-05-27,classic_bike,1747
2022-06-09,docked_bike,921
2022-07-17,classic_bike,4379
2023-01-04,docked_bike,53
2022-07-20,docked_bike,815
2022-01-27,docked_bike,28
2022-08-14,docked_bike,1133
2021-06-21,docked_bike,1199
2022-10-31,classic_bike,1073
2021-11-30,docked_bike,107
2023-05-05,docked_bike,446
2022-10-18,classic_bike,709
2021-08-25,docked_bike,631
2021-06-23,docked_bike,1099
2023-04-11,docked_bike,486
2023-06-11,classic_bike,1395
2023-07-17,classic_bike,3583
2023-07-24,docked_bike,511
2021-10-28,classic_bike,834
2022-10-02,docked_bike,548
2023-05-10,docked_bike,401
2021-12-25,classic_bike,604
2021-11-21,docked_bike,452
2021-02-02,classic_bike,154
2022-09-04,docked_bike,963
2021-09-07,classic_bike,3750
2023-07-21,docked_bike,632
2023-07-05,docked_bike,283
2021-08-20,docked_bike,1603
2023-07-31,docked_bike,477
2023-02-20,docked_bike,102
2023-06-04,docked_bike,707
2023-03-17,docked_bike,93
2022-09-20,docked_bike,458
2022-05-10,docked_bike,942
2021-01-24,classic_bike,311
2021-12-09,docked_bike,94
2022-01-28,classic_bike,140
2023-01-07,classic_bike,498
2021-01-12,classic_bike,321
2021-12-03,docked_bike,242
2022-10-25,classic_bike,430
2022-01-23,docked_bike,8
2021-04-21,docked_bike,147
2023-03-25,classic_bike,496
2021-10-29,classic_bike,524
2020-12-01,docked_bike,362
2021-09-20,docked_bike,675
2022-08-11,docked_bike,739
2021-11-09,classic_bike,1176
2022-05-25,docked_bike,342
2023-07-28,docked_bike,442
2022-01-06,classic_bike,119
2021-12-12,classic_bike,1020
2021-01-20,classic_bike,147
2023-01-01,docked_bike,149
2023-02-01,classic_bike,286
2021-02-24,docked_bike,58
2021-01-19,classic_bike,160
2021-03-03,classic_bike,800
2023-01-28,classic_bike,174
2020-12-23,classic_bike,404
2022-01-20,classic_bike,200
2021-03-05,docked_bike,188
2023-03-18,docked_bike,47
2021-01-21,classic_bike,322
2021-01-05,classic_bike,294
2021-03-04,classic_bike,416
2023-05-14,docked_bike,226
2023-03-20,classic_bike,573
2020-12-14,docked_bike,94
2020-12-12,electric_bike,249
2021-02-25,classic_bike,313
2021-02-25,electric_bike,184
2021-03-04,docked_bike,89
2023-04-21,docked_bike,421
2022-01-09,classic_bike,166
2021-12-13,docked_bike,123
2023-02-07,docked_bike,44
2021-01-03,classic_bike,291
2021-11-26,docked_bike,166
2021-11-09,docked_bike,225
2021-10-07,docked_bike,364
2021-01-17,docked_bike,93
2021-03-10,docked_bike,339
2023-01-03,docked_bike,58
2023-03-03,classic_bike,402
2022-01-21,docked_bike,39
2021-01-25,classic_bike,184
2021-12-17,docked_bike,131
2021-02-22,docked_bike,10
2022-10-17,docked_bike,99
2021-01-06,docked_bike,114
2023-01-05,docked_bike,55
2020-12-28,docked_bike,135
2023-02-27,docked_bike,53
2021-02-18,classic_bike,66
2022-01-14,docked_bike,40
2023-03-30,docked_bike,109
2022-01-08,classic_bike,209
2021-01-07,electric_bike,344
2021-03-04,electric_bike,210
2023-03-21,docked_bike,89
2021-02-23,docked_bike,63
2020-07-13,electric_bike,8
2021-02-05,electric_bike,69
2023-02-24,docked_bike,51
2020-12-25,electric_bike,106
2021-02-08,electric_bike,18
2022-01-05,docked_bike,11
2021-02-25,docked_bike,58
2021-12-21,docked_bike,67
2021-02-14,electric_bike,9
2023-03-10,docked_bike,46
2023-03-14,docked_bike,95
2021-02-16,electric_bike,13
2021-02-17,electric_bike,32
2021-01-25,docked_bike,36
2021-01-30,docked_bike,48
2023-02-08,docked_bike,60
2021-02-04,docked_bike,6
2021-02-08,docked_bike,5
2023-01-17,docked_bike,39
2021-02-06,docked_bike,14
2021-02-05,docked_bike,6
2021-02-07,docked_bike,10
2021-02-15,docked_bike,1
2021-09-17,electric_bike,4930
2021-07-29,electric_bike,3791
2023-07-30,electric_bike,6522
2022-09-24,electric_bike,6616
2022-06-03,electric_bike,5800
2022-09-14,electric_bike,5563
2021-10-02,electric_bike,5031
2021-07-01,electric_bike,3941
2022-09-21,electric_bike,4760
2021-06-19,electric_bike,5499
2020-12-17,electric_bike,353
2021-10-19,electric_bike,4676
2021-10-05,electric_bike,3604
2021-10-01,electric_bike,5129
2021-05-21,electric_bike,4594
2022-07-11,electric_bike,5246
2023-06-29,electric_bike,4261
2021-09-10,electric_bike,4601
2023-05-18,electric_bike,4153
2022-06-25,electric_bike,6229
2021-08-10,electric_bike,3492
2023-06-26,electric_bike,3833
2023-07-20,electric_bike,5602
2021-07-22,electric_bike,4231
2022-07-23,electric_bike,9394
2021-06-21,electric_bike,3793
2021-04-12,electric_bike,1201
2023-02-26,electric_bike,1182
2021-07-08,electric_bike,4059
2021-05-04,electric_bike,1107
2023-03-07,electric_bike,1351
2021-09-29,electric_bike,4019
2022-05-05,electric_bike,1626
2022-05-19,electric_bike,5549
2020-11-05,electric_bike,2142
2021-11-01,electric_bike,2458
2021-09-27,electric_bike,4017
2023-03-11,electric_bike,1667
2021-05-22,electric_bike,6105
2020-10-17,electric_bike,3076
2022-08-11,electric_bike,6553
2021-10-16,electric_bike,6526
2023-05-22,electric_bike,4254
2021-04-27,electric_bike,2251
2021-08-31,electric_bike,3945
2023-05-19,electric_bike,3726
2020-12-21,electric_bike,496
2021-12-03,electric_bike,2881
2023-07-09,electric_bike,6799
2022-09-12,electric_bike,3730
2021-08-05,electric_bike,4527
2021-11-02,electric_bike,2485
2021-06-27,electric_bike,5311
2022-08-27,electric_bike,9378
2022-08-24,electric_bike,6478
2022-08-08,electric_bike,3133
2023-06-28,electric_bike,4540
2020-10-16,electric_bike,2018
2022-07-30,electric_bike,9843
2022-07-29,electric_bike,8720
2022-08-03,electric_bike,5314
2022-08-16,electric_bike,6108
2021-05-19,electric_bike,2645
2022-09-06,electric_bike,5310
2021-08-03,electric_bike,4615
2021-11-10,electric_bike,3152
2021-10-09,electric_bike,6763
2023-03-20,electric_bike,1330
2020-10-02,electric_bike,2487
2023-07-17,electric_bike,4745
2021-11-24,electric_bike,1823
2023-03-19,electric_bike,1090
2021-11-09,electric_bike,2896
2020-08-22,electric_bike,1151
2022-06-27,electric_bike,5245
2020-09-04,electric_bike,1828
2020-09-24,electric_bike,2576
2021-04-07,electric_bike,1674
2023-04-21,electric_bike,4309
2023-07-12,electric_bike,2619
2022-09-09,electric_bike,7953
2021-01-24,electric_bike,308
2021-05-29,electric_bike,4477
2022-09-13,electric_bike,5124
2021-06-02,electric_bike,3548
2023-05-24,electric_bike,3826
2021-11-18,electric_bike,1639
2020-10-31,electric_bike,2640
2021-11-19,electric_bike,2227
2022-09-29,electric_bike,4752
2022-10-01,electric_bike,7404
2023-06-06,electric_bike,4374
2020-11-29,electric_bike,787
2022-05-21,electric_bike,3215
2022-05-01,electric_bike,2733
2023-02-10,electric_bike,808
2023-01-23,electric_bike,644
2021-05-30,electric_bike,5511
2023-06-05,electric_bike,4781
2023-03-10,electric_bike,827
2022-07-24,electric_bike,7331
2022-06-01,electric_bike,4054
2020-09-27,electric_bike,3096
2021-10-17,electric_bike,5729
2023-03-15,electric_bike,1427
2021-11-13,electric_bike,2376
2023-01-04,electric_bike,816
2022-06-21,electric_bike,4724
2022-08-17,electric_bike,6260
2021-05-05,electric_bike,1654
2021-01-13,electric_bike,345
2021-09-20,electric_bike,3751
2021-06-04,electric_bike,4939
2021-12-07,electric_bike,984
2020-08-31,electric_bike,1275
2020-10-29,electric_bike,1201
2021-03-09,electric_bike,804
2020-11-23,electric_bike,801
2021-03-06,electric_bike,589
2023-02-09,electric_bike,440
2023-06-21,electric_bike,5594
2021-12-17,electric_bike,1717
2022-07-10,electric_bike,7950
2023-03-29,electric_bike,1418
2023-04-17,electric_bike,1069
2020-09-21,electric_bike,1794
2021-12-06,electric_bike,1086
2022-05-22,electric_bike,5120
2020-11-25,electric_bike,343
2020-12-13,electric_bike,659
2020-09-14,electric_bike,1376
2021-03-16,electric_bike,338
2022-10-03,electric_bike,3956
2020-10-09,electric_bike,3936
2023-01-02,electric_bike,902
2023-03-05,electric_bike,1521
2023-03-13,electric_bike,777
2021-01-25,electric_bike,183
2023-01-26,electric_bike,556
2022-01-10,electric_bike,256
2021-03-08,electric_bike,697
2021-02-12,electric_bike,103
2021-01-02,electric_bike,180
2020-08-08,electric_bike,705
2023-02-17,electric_bike,552
2023-02-22,electric_bike,419
2020-10-19,electric_bike,1034
2020-11-01,electric_bike,1134
2023-02-02,electric_bike,656
2023-02-27,electric_bike,990
2023-01-08,electric_bike,904
2022-01-29,electric_bike,246
2023-02-08,electric_bike,914
2023-05-01,electric_bike,958
2020-09-16,electric_bike,2038
2020-07-29,electric_bike,173
2020-08-11,electric_bike,638
2020-07-31,electric_bike,303
2020-11-15,electric_bike,599
2020-09-10,electric_bike,997
2020-08-16,electric_bike,1398
2020-12-26,electric_bike,245
2021-02-19,electric_bike,71
2020-12-30,electric_bike,148
2021-02-02,electric_bike,119
2023-01-24,electric_bike,906
2021-02-28,electric_bike,329
2020-07-04,docked_bike,12381
2020-07-14,docked_bike,7597
2020-07-07,docked_bike,6171
2020-06-11,docked_bike,5133
2020-09-03,docked_bike,5788
2020-06-07,docked_bike,6478
2020-09-07,docked_bike,10953
2020-07-02,docked_bike,7688
2020-09-20,docked_bike,8081
2020-10-08,docked_bike,3050
2020-09-05,docked_bike,15118
2020-05-24,docked_bike,8093
2020-11-06,docked_bike,3343
2020-08-03,docked_bike,4833
2020-10-05,docked_bike,2162
2020-10-09,docked_bike,5596
2020-10-16,docked_bike,2150
2020-07-23,docked_bike,8116
2020-07-30,docked_bike,7547
2020-07-29,docked_bike,6088
2020-08-20,electric_bike,1014
2020-06-19,docked_bike,7820
2020-11-21,docked_bike,1439
2020-10-02,docked_bike,2954
2020-09-22,docked_bike,4337
2020-11-18,docked_bike,746
2020-05-27,docked_bike,3351
2020-09-30,docked_bike,2504
2020-04-19,docked_bike,1929
2020-04-11,docked_bike,1492
2020-11-13,docked_bike,998
2020-05-04,docked_bike,681
2020-11-24,docked_bike,213
2020-04-18,docked_bike,1825
2020-04-28,docked_bike,960
2020-11-02,docked_bike,909
2020-04-26,docked_bike,2309
2020-10-28,docked_bike,1095
2020-05-28,docked_bike,2653
2020-11-14,docked_bike,1238
2020-11-29,docked_bike,1033
2020-11-22,docked_bike,826
2020-05-05,docked_bike,456
2022-06-19,classic_bike,8673
2023-02-11,classic_bike,997
2021-07-23,classic_bike,7327
2022-07-02,classic_bike,8797
2023-06-01,classic_bike,3652
2021-04-13,classic_bike,1553
2023-07-22,classic_bike,6030
2022-05-12,classic_bike,5121
2022-08-09,classic_bike,3841
2023-05-20,classic_bike,5202
2022-09-19,classic_bike,2895
2023-05-05,classic_bike,3437
2021-10-01,classic_bike,5747
2022-09-10,classic_bike,6241
2023-07-08,classic_bike,5756
2021-07-29,classic_bike,8131
2021-06-30,classic_bike,3748
2021-08-10,classic_bike,4563
2021-10-20,docked_bike,501
2022-05-19,classic_bike,4855
2023-06-24,classic_bike,8279
2020-11-24,electric_bike,315
2022-05-17,docked_bike,489
2021-08-05,classic_bike,6676
2022-06-12,classic_bike,6065
2021-10-10,docked_bike,2469
2021-07-18,docked_bike,2886
2021-08-14,classic_bike,14975
2022-05-30,classic_bike,9634
2023-07-01,classic_bike,5098
2023-04-20,classic_bike,1656
2023-02-24,classic_bike,433
2021-07-24,classic_bike,12390
2022-06-11,classic_bike,9374
2021-06-19,docked_bike,3415
2022-10-07,classic_bike,1456
2021-05-21,classic_bike,5832
2021-06-03,classic_bike,4881
2022-06-21,classic_bike,4463
2021-09-21,classic_bike,3004
2022-09-26,classic_bike,2154
2021-03-07,classic_bike,1523
2023-04-21,classic_bike,2021
2021-07-15,classic_bike,4710
2021-08-17,classic_bike,5570
2021-05-02,classic_bike,8523
2021-04-15,classic_bike,1207
2023-06-15,classic_bike,2582
2021-07-17,docked_bike,3471
2022-08-19,docked_bike,1169
2021-11-02,classic_bike,989
2022-08-11,classic_bike,4075
2023-06-07,classic_bike,3035
2021-06-14,classic_bike,5383
2021-06-18,classic_bike,8368
2021-09-26,classic_bike,7740
2021-06-05,classic_bike,11787
2021-06-22,classic_bike,5535
2023-06-23,classic_bike,5057
2023-03-13,docked_bike,31
2023-05-02,classic_bike,923
2022-07-31,docked_bike,1338
2022-10-14,classic_bike,1522
2021-11-05,docked_bike,384
2021-11-18,classic_bike,618
2021-09-04,docked_bike,2247
2021-10-07,classic_bike,2497
2021-07-25,classic_bike,11988
2021-08-21,classic_bike,11932
2022-06-20,classic_bike,7051
2022-05-07,classic_bike,4235
2021-08-09,classic_bike,3692
2021-06-06,docked_bike,2859
2023-04-26,classic_bike,996
2021-03-30,classic_bike,1672
2021-03-07,docked_bike,512
2021-09-05,docked_bike,2960
2022-01-15,classic_bike,332
2021-07-04,docked_bike,3954
2021-06-07,classic_bike,3542
2021-09-01,docked_bike,747
2022-09-06,docked_bike,509
2021-09-22,classic_bike,2747
2022-06-29,docked_bike,824
2021-11-29,docked_bike,64
2021-04-30,classic_bike,2393
2021-05-15,classic_bike,3756
2022-09-03,classic_bike,6630
2021-06-08,classic_bike,4572
2021-07-11,docked_bike,873
2021-08-02,classic_bike,5748
2021-08-12,docked_bike,1100
2021-06-10,docked_bike,1415
2021-09-02,docked_bike,904
2023-06-30,classic_bike,3742
2022-07-11,docked_bike,721
2023-05-21,docked_bike,903
2023-06-22,classic_bike,3732
2022-07-11,classic_bike,3252
2021-01-10,classic_bike,447
2022-05-23,docked_bike,698
2021-12-23,docked_bike,146
2023-07-18,classic_bike,3733
2023-07-17,docked_bike,492
2023-03-28,classic_bike,825
2021-08-22,docked_bike,2308
2022-08-13,classic_bike,6659
2022-09-28,classic_bike,1917
2022-06-15,classic_bike,5100
2022-07-09,docked_bike,1736
2023-07-15,classic_bike,6939
2021-06-18,docked_bike,2187
2021-08-25,classic_bike,4232
2022-01-19,electric_bike,388
2021-05-17,docked_bike,1048
2023-05-29,classic_bike,5692
2022-07-25,classic_bike,3958
2023-04-19,classic_bike,1148
2023-06-16,classic_bike,3014
2022-09-08,classic_bike,3221
2023-04-17,classic_bike,398
2022-08-07,classic_bike,2997
2022-10-06,classic_bike,1675
2021-10-21,classic_bike,1645
2023-05-04,classic_bike,2327
2023-06-29,classic_bike,2306
2023-03-15,classic_bike,846
2021-05-09,classic_bike,1435
2021-07-28,docked_bike,1410
2022-07-08,docked_bike,770
2021-07-31,docked_bike,3086
2021-07-10,docked_bike,2124
2023-04-22,classic_bike,1122
2021-03-12,docked_bike,324
2021-04-10,classic_bike,1143
2022-07-22,docked_bike,799
2023-02-06,classic_bike,400
2021-10-06,classic_bike,2915
2022-08-28,docked_bike,1016
2022-07-24,docked_bike,1279
2021-05-21,docked_bike,2235
2021-05-31,docked_bike,2515
2021-12-25,docked_bike,272
2021-09-25,docked_bike,1945
2023-06-26,docked_bike,318
2021-04-19,classic_bike,845
2023-03-02,docked_bike,57
2021-09-16,docked_bike,974
2021-04-07,docked_bike,1282
2023-04-02,docked_bike,357
2022-10-13,classic_bike,1795
2022-05-26,docked_bike,576
2021-03-10,classic_bike,1271
2021-11-10,classic_bike,1389
2023-01-15,classic_bike,628
2021-03-14,classic_bike,1225
2021-02-10,classic_bike,88
2020-12-20,classic_bike,572
2021-04-07,classic_bike,3448
2022-10-05,classic_bike,2312
2021-03-20,docked_bike,1421
2021-05-24,docked_bike,1660
2021-07-07,docked_bike,1199
2021-04-17,docked_bike,1303
2022-07-25,docked_bike,788
2020-12-21,classic_bike,446
2022-09-05,classic_bike,3887
2021-11-28,classic_bike,572
2021-10-11,docked_bike,660
2021-11-26,classic_bike,487
2022-06-03,docked_bike,1212
2022-10-10,docked_bike,699
2023-05-13,docked_bike,458
2021-07-19,docked_bike,1591
2021-10-01,docked_bike,1157
2022-09-05,docked_bike,1133
2021-09-28,docked_bike,525
2023-01-14,classic_bike,617
2023-07-26,docked_bike,330
2023-03-23,docked_bike,79
2023-01-20,docked_bike,64
2022-06-02,docked_bike,749
2022-08-01,docked_bike,812
2020-12-04,docked_bike,205
2021-10-30,docked_bike,766
2023-02-07,classic_bike,491
2021-11-17,docked_bike,116
